team,year,o_fgm,o_fga,o_ftm,o_fta,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_3pm,o_3pa,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_3pm,d_3pa,d_pts,pace,won,lost
POR,1995,3064,6688,1537,2321,1160,2577,3737,1760,1859,594,1377,417,480,0,8145,2953,6677,1574,2127,932,2316,3248,1817,1996,708,1192,409,472,0,7952,95.486664,44,38
SAC,1995,2971,6494,1759,2407,1114,2345,3459,1829,2131,643,1442,436,462,0,8163,2987,6461,1950,2596,1056,2312,3368,1805,2006,767,1356,505,461,0,8385,95.397217,39,43
SAS,1995,3148,6602,1663,2261,937,2586,3523,2044,1820,645,1195,536,518,0,8477,3017,6866,1485,2034,1109,2473,3582,1849,1972,604,1257,428,441,0,7960,95.273201,59,23
SEA,1995,3074,6401,1843,2424,954,2449,3403,1999,1967,882,1441,393,581,0,8572,2873,6553,1654,2309,1074,2255,3329,1776,2010,758,1517,391,533,0,7933,96.498398,64,18
TOR,1995,3084,6598,1412,1953,1071,2213,3284,1927,1987,745,1544,493,414,0,7994,3146,6624,1799,2416,1098,2274,3372,1990,1739,766,1326,482,519,0,8610,95.766129,21,61
UTA,1995,3129,6417,1769,2302,993,2373,3366,2139,2046,667,1215,418,377,0,8404,2747,6174,1820,2422,936,2149,3085,1640,1983,584,1284,409,550,0,7864,92.104797,55,27
VAN,1995,2772,6483,1446,1998,957,2170,3127,1706,1852,728,1347,333,372,0,7362,3080,6486,1561,2129,1102,2550,3652,1988,1785,698,1423,474,459,0,8180,93.653946,15,67
WA1,1995,3202,6618,1511,2076,930,2327,3257,1815,1981,592,1327,506,493,0,8408,3061,6650,1822,2378,1105,2370,3475,1690,1891,696,1362,390,377,0,8321,95.986122,39,43
ATL,1996,2812,6307,1491,1955,1021,2350,3371,1557,1591,701,1228,427,659,0,7774,2804,6451,1235,1676,1045,2225,3270,1665,1747,605,1267,332,485,0,7328,89.355354,56,26
BOS,1996,3066,6967,1649,2199,1095,2188,3283,1792,1915,810,1342,315,467,0,8248,3365,6696,1626,2257,1005,2628,3633,2130,1827,720,1446,557,493,0,8849,98.584229,15,67
CHA,1996,2988,6342,1541,1984,910,2298,3208,2021,1702,597,1203,349,591,0,8108,3056,6650,1356,1857,1077,2256,3333,1783,1781,532,1143,335,487,0,7955,90.904984,54,28
CHI,1996,3277,6923,1381,1848,1235,2461,3696,2142,1617,716,1109,332,523,0,8458,2898,6653,1305,1770,1088,2205,3293,1619,1732,624,1293,286,471,0,7572,92.149277,69,13
CLE,1996,2704,5972,1282,1773,909,2159,3068,1714,1882,655,1188,315,483,0,7173,2488,5638,1587,2138,845,2186,3031,1647,1748,549,1331,350,459,0,7022,85.19239,42,40
DAL,1996,2813,6452,1375,1918,1040,2262,3302,1663,1798,654,1324,351,430,0,7431,2966,6469,1482,1974,1098,2428,3526,1794,1720,687,1284,433,538,0,7952,91.282356,24,58
DEN,1996,2934,6687,1516,1992,994,2452,3446,1889,1784,503,1359,487,636,0,8020,3297,7063,1457,1943,1086,2459,3545,1846,1725,724,1057,453,484,0,8535,95.597145,21,61
DET,1996,2827,6095,1487,1995,858,2292,3150,1554,1652,632,1041,283,582,0,7723,2768,6231,1229,1668,964,2264,3228,1795,1784,488,1195,282,528,0,7293,86.738876,54,28
GSW,1996,2997,6567,1696,2180,1086,2259,3345,1822,1787,611,1410,359,481,0,8171,3199,6735,1578,2103,1089,2272,3361,2159,1886,824,1288,395,581,0,8557,94.945137,30,52
HOU,1996,3037,6484,1503,1992,927,2565,3492,2013,1610,685,1365,347,671,0,8248,3030,6845,1302,1785,1029,2332,3361,1835,1735,731,1172,365,519,0,7881,94.113274,57,25
IND,1996,2851,6254,1687,2336,1029,2390,3419,1750,1977,585,1338,394,430,0,7819,2799,6357,1642,2182,1004,2261,3265,1737,1952,693,1289,418,499,0,7739,91.822914,39,43
LAC,1996,2989,6696,1517,2074,1092,2242,3334,1662,1964,733,1311,441,474,0,7969,2975,6445,1732,2312,1051,2450,3501,1654,1860,737,1369,419,480,0,8162,94.330605,36,46
LAL,1996,3018,6642,1613,2330,1092,2414,3506,1845,1818,740,1222,575,551,0,8200,2922,6619,1527,2126,1110,2368,3478,1880,1934,620,1341,388,479,0,7850,94.178307,56,26
MIA,1996,2822,6235,1454,2022,957,2402,3359,1735,1919,650,1306,439,678,0,7776,2687,6226,1541,2108,999,2321,3320,1512,1831,646,1324,392,411,0,7326,90.36805,61,21
MIL,1996,2967,6303,1560,2104,955,2263,3218,1610,1892,632,1285,348,324,0,7818,2999,6355,1606,2197,975,2257,3232,1820,1777,688,1201,392,369,0,7973,91.300247,33,49
MIN,1996,2937,6436,1637,2180,957,2302,3259,1874,1818,618,1243,557,371,0,7882,2945,6539,1646,2184,1069,2364,3433,1785,1829,654,1283,445,467,0,8003,93.045212,40,42
NJN,1996,2994,7091,1502,2031,1410,2376,3786,1726,1865,677,1290,481,484,0,7974,3100,6684,1628,2185,1065,2464,3529,1925,1780,675,1257,516,520,0,8348,94.899933,26,56
NYK,1996,2882,6227,1585,2119,973,2516,3489,1809,2033,629,1462,378,470,0,7819,2665,6272,1752,2389,911,2220,3131,1589,1882,727,1333,295,481,0,7563,93.035301,57,25
ORL,1996,2839,6497,1474,1975,1071,2221,3292,1689,1643,694,1250,363,567,0,7719,2966,6450,1361,1860,1080,2398,3478,1798,1769,704,1314,417,455,0,7748,90.94342,45,37
PHI,1996,3003,6850,1776,2450,1267,2355,3622,1695,1733,683,1437,394,433,0,8215,3314,7045,1565,2134,1186,2453,3639,2066,2008,822,1278,494,558,0,8751,97.752121,22,60
PHO,1996,3143,6705,1618,2125,916,2376,3292,2067,1727,664,1180,322,527,0,8431,3183,6818,1466,1984,1048,2461,3509,1996,1840,662,1298,372,545,0,8377,95.76371,40,42
POR,1996,3000,6465,1613,2261,1058,2494,3552,1710,1928,640,1357,435,501,0,8114,2798,6423,1719,2327,952,2197,3149,1703,1887,656,1242,428,457,0,7772,93.652977,49,33
SAC,1996,3000,6611,1494,2067,1100,2307,3407,1799,1946,588,1332,362,414,0,7908,3010,6521,1723,2337,1063,2341,3404,1777,1789,716,1257,429,442,0,8185,93.653221,34,48
SAS,1996,2827,6391,1386,1929,1101,2129,3230,1661,1764,646,1243,431,378,0,7418,3002,6379,1508,2042,1048,2302,3350,1955,1646,664,1180,448,552,0,8064,89.395241,20,62
SEA,1996,2995,6415,1725,2295,1010,2271,3281,1931,1803,904,1231,388,559,0,8274,2759,6259,1513,2042,1015,2256,3271,1751,1927,634,1535,423,613,0,7644,92.610786,57,25
TOR,1996,2897,6632,1446,2008,1135,2254,3389,1714,1883,722,1347,517,589,0,7829,2971,6390,1646,2274,1033,2352,3385,1967,1799,675,1338,442,497,0,8085,93.213951,30,52
UTA,1996,3131,6217,1858,2416,889,2410,3299,2199,1981,748,1259,418,334,0,8454,2708,6188,1796,2395,957,2101,3058,1593,2045,639,1330,373,521,0,7733,92.257584,64,18
VAN,1996,2819,6453,1230,1734,1023,2155,3178,1862,1755,657,1301,464,445,0,7313,3092,6556,1468,2018,1206,2426,3632,1974,1593,725,1251,461,500,0,8152,90.553474,14,68
WA1,1996,3208,6678,1400,1979,1010,2420,3430,1921,1815,712,1289,402,331,0,8147,3011,6637,1500,2004,1022,2336,3358,1671,1769,665,1356,334,492,0,8014,94.769867,44,38
ATL,1997,2887,6352,1749,2314,1105,2418,3523,1569,1671,653,1214,491,337,0,7860,2961,6698,1302,1772,1081,2152,3233,1753,1892,617,1118,372,348,0,7572,90.619713,50,32
BOS,1997,3012,6934,1425,1964,1196,2044,3240,1816,2203,987,1330,366,415,0,7864,2864,5981,2052,2756,1015,2446,3461,1826,1719,696,1688,406,299,0,8079,95.484734,36,46
CHA,1997,2968,6344,1641,2186,985,2341,3326,1941,1757,691,1247,312,346,0,7923,2977,6417,1436,1964,965,2259,3224,1806,1902,582,1240,372,369,0,7759,91.40638,51,31
CHI,1997,3064,6801,1492,2009,1243,2438,3681,1952,1691,696,1178,353,311,0,7931,2797,6483,1425,1956,1016,2239,3255,1595,1774,657,1268,356,329,0,7348,91.959991,62,20
CLE,1997,2817,6207,1653,2187,955,2331,3286,1894,1939,814,1418,419,298,0,7585,2689,6214,1642,2175,948,2229,3177,1790,1904,707,1444,455,341,0,7361,92.465736,47,35
DAL,1997,2882,6754,1308,1738,1007,2281,3288,1535,1643,646,1182,466,422,0,7494,3138,6819,1333,1868,1223,2644,3867,1882,1608,658,1240,374,386,0,7995,92.782188,20,62
DEN,1997,2677,6412,1658,2147,1040,2157,3197,1547,1937,664,1311,393,288,0,7300,3015,6370,1817,2410,1095,2401,3496,1983,1782,662,1243,535,419,0,8266,91.902451,11,71
DET,1997,2862,6373,1704,2288,1044,2338,3382,1597,1805,678,1198,344,293,0,7721,2840,6377,1549,2077,991,2334,3325,1753,1874,648,1263,382,363,0,7592,91.240776,37,45
GSW,1997,2845,6884,1358,1912,1288,2473,3761,1708,1859,621,1369,448,189,0,7237,2992,6742,1667,2286,1134,2535,3669,2011,1638,757,1154,478,334,0,7985,94.126808,19,63
HOU,1997,2946,6513,1634,2120,987,2350,3337,1799,1653,686,1298,294,573,0,8099,3173,6769,1406,1891,1041,2326,3367,1914,1747,732,1170,365,409,0,8161,93.599304,41,41
IND,1997,2921,6223,1631,2136,874,2348,3222,1889,1859,645,1168,368,401,0,7874,2788,6451,1525,2096,1114,2254,3368,1591,1847,644,1237,366,274,0,7375,90.373367,58,24
LAC,1997,2930,6690,1480,2047,1040,2276,3316,1533,1827,625,1323,456,525,0,7865,3236,6832,1663,2267,1169,2469,3638,1826,1747,726,1158,412,334,0,8469,94.840218,17,65
LAL,1997,3146,6536,1863,2743,1079,2471,3550,2009,1859,734,1256,556,497,0,8652,2984,6800,1669,2281,1123,2339,3462,1841,2151,660,1281,423,380,0,8017,95.984917,61,21
MIA,1997,2850,6327,1539,2082,1028,2419,3447,1758,1982,665,1226,429,548,0,7787,2723,6355,1632,2195,1058,2232,3290,1630,1851,637,1214,370,305,0,7383,90.160629,55,27
MIL,1997,2918,6399,1663,2167,1035,2236,3271,1649,1915,733,1383,357,249,0,7748,2911,6319,1779,2393,1001,2260,3261,1746,1808,765,1348,398,304,0,7905,93.191711,36,46
MIN,1997,3157,6844,1673,2253,1063,2429,3492,2068,1882,639,1138,427,303,0,8290,3076,6860,1648,2220,1116,2411,3527,1909,1863,609,1228,412,432,0,8232,95.849289,45,37
NJN,1997,3055,6928,1750,2351,1344,2137,3481,1685,1917,777,1180,314,310,0,8170,3016,6406,1653,2211,1079,2316,3395,1771,2023,616,1482,515,356,0,8041,94.16404,43,39
NYK,1997,2864,6413,1399,1812,978,2434,3412,1787,1947,634,1247,278,382,0,7509,2624,6131,1728,2304,854,2341,3195,1585,1705,653,1234,313,331,0,7307,90.681366,43,39
ORL,1997,2771,6455,1552,2138,1178,2203,3381,1694,1617,649,1258,441,293,0,7387,2930,6460,1302,1769,1089,2268,3357,1740,1866,747,1259,388,313,0,7475,89.956352,41,41
PHI,1997,2837,6409,1734,2352,1125,2294,3419,1729,1878,729,1354,490,243,0,7651,2906,6440,1651,2262,1115,2341,3456,1927,1904,766,1318,508,384,0,7847,92.537537,31,51
PHO,1997,3138,6710,1459,1948,991,2452,3443,2124,1765,756,1236,429,431,0,8166,2923,6618,1501,2051,1051,2343,3394,1803,1769,720,1363,323,394,0,7741,94.552536,56,26
POR,1997,2885,6397,1640,2226,1086,2522,3608,1766,1859,585,1383,464,324,0,7734,2810,6520,1626,2253,1011,2201,3212,1764,1823,770,1160,445,373,0,7619,92.674126,46,36
SAC,1997,2957,6684,1440,2096,1094,2304,3398,1836,1810,596,1271,420,283,0,7637,3095,6776,1560,2102,1157,2533,3690,1824,1775,694,1256,466,345,0,8095,94.181206,27,55
SAS,1997,2898,6187,1489,2164,984,2638,3622,1839,1731,516,1318,568,302,0,7587,2737,6656,1448,1956,1017,2236,3253,1556,1845,730,1045,378,338,0,7260,90.764526,56,26
SEA,1997,3052,6458,1521,2109,931,2225,3156,1986,1812,804,1145,376,621,0,8246,2896,6491,1449,2001,1141,2314,3455,1825,1824,640,1394,403,417,0,7658,92.013176,61,21
TOR,1997,2965,6813,1479,2060,1187,2149,3336,1746,1851,769,1371,663,372,0,7781,3271,6826,1603,2289,1270,2506,3776,2219,1748,737,1370,514,396,0,8541,95.712944,16,66
UTA,1997,2993,6113,2044,2644,962,2405,3367,2070,1961,648,1260,412,249,0,8279,2806,6390,1730,2284,984,2012,2996,1690,2133,645,1157,423,401,0,7743,91.517097,62,20
VAN,1997,3006,6567,1586,2145,1081,2313,3394,1960,1809,614,1405,349,325,0,7923,3230,6797,1634,2233,1144,2358,3502,2101,1832,836,1163,538,428,0,8522,94.484604,19,63
WAS,1997,3080,6811,1489,2156,1121,2341,3462,1900,1839,689,1156,379,320,0,7969,2975,6540,1623,2172,1029,2468,3497,1725,1924,632,1328,372,348,0,7921,94.218674,42,40
ATL,1998,1539,3760,1040,1422,676,1499,2175,782,987,346,745,260,197,0,4315,1598,3873,784,1076,581,1369,1950,895,1202,379,675,243,190,0,4170,88.166885,31,19
BOS,1998,1816,4164,745,1077,680,1458,2138,1073,1193,453,807,255,273,0,4650,1725,3896,1118,1506,642,1544,2186,1018,1001,461,841,253,175,0,4743,94.385559,19,31
CHA,1998,1671,3718,1034,1384,480,1493,1973,1110,1101,443,796,247,268,0,4644,1739,4003,959,1306,655,1491,2146,1092,1151,443,762,232,212,0,4649,92.453552,26,24
CHI,1998,1539,3837,840,1185,573,1394,1967,1017,1112,436,774,169,177,0,4095,1723,3786,914,1247,551,1568,2119,1099,1074,444,782,285,208,0,4568,90.446205,13,37
CLE,1998,1562,3561,1016,1356,472,1316,1788,1093,1208,452,785,203,182,0,4322,1597,3664,978,1316,591,1405,1996,1056,1198,392,821,282,236,0,4408,88.648201,22,28
DAL,1998,1749,4033,881,1210,645,1478,2123,921,1065,352,692,292,202,0,4581,1815,4037,855,1193,660,1519,2179,1073,1042,361,699,244,216,0,4701,91.320824,19,31
DEN,1998,1681,3989,1010,1325,647,1392,2039,969,1144,376,739,275,302,0,4674,1885,4017,997,1339,620,1502,2122,1175,1103,396,701,274,237,0,5004,92.687073,14,36
DET,1998,1660,3716,950,1283,605,1412,2017,1009,1139,444,790,208,248,0,4518,1585,3639,941,1317,548,1377,1925,1043,1113,424,770,225,236,0,4347,88.274719,29,21
GSW,1998,1730,4173,794,1175,816,1559,2375,1037,1270,414,768,221,162,0,4416,1617,3848,1114,1531,656,1503,2159,1023,1027,400,735,304,193,0,4541,91.611443,21,29
HOU,1998,1755,3798,865,1187,536,1539,2075,1058,960,386,812,260,336,0,4711,1793,4136,779,1062,664,1391,2055,1034,1030,441,653,245,230,0,4595,91.075409,31,19
IND,1998,1731,3866,977,1228,574,1452,2026,1005,1082,316,649,223,294,0,4733,1706,3935,928,1227,626,1426,2052,955,1127,357,652,238,206,0,4546,89.030006,33,17
LAC,1998,1711,4007,883,1225,665,1293,1958,820,1223,424,796,236,214,0,4519,1830,3858,1078,1445,640,1506,2146,1101,1042,419,782,289,222,0,4960,92.306854,9,41
LAL,1998,1841,3935,1027,1503,619,1482,2101,1095,1231,389,754,287,241,0,4950,1759,3992,1064,1501,628,1403,2031,1062,1271,408,716,196,217,0,4799,93.882439,31,19
MIA,1998,1616,3565,928,1262,503,1512,2015,1019,1035,327,744,304,289,0,4449,1565,3805,860,1167,619,1342,1961,853,1102,387,677,188,211,0,4201,86.607155,33,17
MIL,1998,1753,3818,847,1155,570,1369,1939,1030,1142,442,719,202,231,0,4584,1600,3746,1029,1369,657,1398,2055,1018,1020,399,830,194,272,0,4501,89.17234,28,22
MIN,1998,1838,4327,849,1143,754,1392,2146,1218,1185,426,641,272,122,0,4647,1680,3823,1055,1470,591,1563,2154,1114,1017,363,836,262,213,0,4628,93.485565,25,25
NJN,1998,1691,4160,962,1251,715,1437,2152,923,1134,491,750,273,225,0,4569,1796,3968,943,1298,624,1581,2205,968,1084,395,813,326,223,0,4758,93.900276,16,34
NYK,1998,1610,3704,892,1218,551,1510,2061,963,1140,395,804,262,208,0,4320,1528,3790,979,1335,616,1426,2042,923,1035,425,766,215,234,0,4269,89.407845,27,23
ORL,1998,1687,3943,876,1252,688,1445,2133,1067,935,496,819,213,223,0,4473,1708,3856,697,986,595,1424,2019,1039,1111,468,863,239,230,0,4343,91.017525,33,17
PHI,1998,1656,3883,1073,1486,729,1428,2157,934,1152,542,822,271,98,0,4483,1599,3784,941,1288,619,1402,2021,999,1185,435,896,263,241,0,4380,91.759323,28,22
PHO,1998,1797,4004,924,1215,598,1418,2016,1249,1022,444,681,200,261,0,4779,1772,3936,850,1224,614,1506,2120,1064,1065,410,812,205,272,0,4666,92.122101,27,23
POR,1998,1747,3956,1002,1349,646,1570,2216,1073,1126,411,771,290,246,0,4742,1644,3939,916,1263,616,1388,2004,962,1142,411,785,244,220,0,4424,92.55941,35,15
SAC,1998,1918,4307,883,1293,706,1573,2279,1129,1016,444,842,232,290,0,5009,2009,4500,793,1113,750,1598,2348,1165,1102,490,790,221,219,0,5030,99.530991,27,23
SAS,1998,1740,3812,988,1415,614,1584,2198,1101,1010,421,759,351,172,0,4640,1631,4061,805,1148,696,1406,2102,941,1148,437,730,243,170,0,4237,90.987785,37,13
SEA,1998,1756,3976,922,1354,676,1422,2098,1087,1047,393,765,201,309,0,4743,1838,4026,857,1187,652,1446,2098,1111,1165,399,746,224,264,0,4797,92.210114,25,25
TOR,1998,1660,3940,1011,1330,712,1447,2159,1036,1139,439,799,321,226,0,4557,1694,3855,996,1368,614,1393,2007,1095,1088,446,773,258,255,0,4639,91.467522,23,27
UTA,1998,1684,3620,1158,1510,555,1508,2063,1204,1133,398,814,276,140,0,4666,1595,3863,936,1299,635,1294,1929,904,1309,431,744,264,214,0,4340,90.068367,37,13
VAN,1998,1643,3838,1009,1408,650,1359,2009,964,1123,420,848,199,148,0,4443,1813,3917,1021,1400,673,1456,2129,1189,1164,490,779,328,229,0,4876,92.125664,8,42
WAS,1998,1768,3969,845,1198,595,1403,1998,1064,1151,393,736,193,179,0,4560,1705,3826,1044,1418,617,1517,2134,1079,1087,402,792,212,218,0,4672,91.803726,18,32
ATL,1999,3000,6807,1477,1987,1146,2570,3716,1548,1718,500,1266,466,258,814,7735,3211,7060,1381,1796,1052,2474,3526,1886,1830,655,1001,400,373,1015,8176,94.286369,28,54
BOS,1999,3054,6879,1621,2175,1108,2420,3528,1741,2223,794,1259,287,417,1259,8146,2960,6304,1929,2563,857,2534,3391,1798,1928,638,1394,478,359,995,8208,96.433121,35,47
CHA,1999,2935,6533,1863,2458,884,2635,3519,2023,1670,732,1206,480,339,1001,8072,3048,6811,1347,1807,966,2550,3516,1903,2076,604,1297,421,410,1086,7853,95.936806,49,33
CHI,1999,2565,6180,1482,2089,1032,2323,3356,1636,1908,646,1557,383,340,1031,6952,2916,6396,1533,2070,1000,2416,3416,1902,1966,853,1244,461,358,1049,7723,91.714371,17,65
CLE,1999,2977,6734,1653,2205,1010,2499,3510,1940,2219,713,1427,363,343,920,7950,2983,6733,1851,2385,1013,2586,3598,1942,2058,659,1387,501,420,1227,8237,98.378502,32,50
DAL,1999,3195,7047,1407,1751,931,2444,3375,1810,1770,592,1124,416,519,1326,8316,3225,7053,1484,2005,1251,2719,3970,1901,1814,604,1318,421,429,1243,8363,96.777138,40,42
DEN,1999,3057,6911,1531,2116,1073,2590,3663,1911,1962,554,1280,618,470,1397,8115,3129,6953,1632,2174,1027,2606,3633,2003,1937,616,1178,462,399,1126,8287,97.363144,35,47
DET,1999,3044,6636,1956,2506,917,2458,3375,1707,2011,665,1289,292,439,1223,8483,3119,6706,1669,2237,973,2504,3479,1893,2219,652,1400,396,458,1235,8365,98.078247,42,40
GSW,1999,2996,7141,1497,2147,1300,2438,3736,1851,2043,730,1301,363,345,1067,7834,3165,6775,1755,2328,1091,2691,3782,2036,1887,689,1337,493,427,1162,8512,97.49852,19,63
HOU,1999,3001,6663,1573,2145,1008,2586,3594,1774,1663,613,1425,438,581,1624,8156,3226,7074,1425,1829,1027,2451,3478,1863,1833,735,1126,433,350,990,8227,96.710167,34,48
IND,1999,3047,6640,1629,2008,842,2612,3454,1857,1786,559,1159,422,583,1487,8306,3113,6982,1374,1821,1040,2545,3585,1735,1910,610,1126,325,329,1006,7929,94.946594,56,26
LAC,1999,2877,6757,1363,1826,955,2377,3332,1479,1821,578,1326,494,429,1267,7546,3281,6879,1512,2041,1038,2699,3737,1975,1731,622,1172,382,417,1077,8491,95.748726,15,67
LAL,1999,3137,6836,1649,2368,1117,2738,3855,1921,1841,613,1143,532,344,1047,8267,2838,6824,1518,2045,1007,2531,3538,1597,2099,627,1196,359,372,1142,7566,95.593033,67,15
MIA,1999,2974,6462,1345,1827,921,2619,3540,1931,1947,582,1231,524,446,1202,7739,2782,6596,1512,2022,974,2341,3315,1582,1795,621,1150,372,408,1130,7484,92.092712,52,30
MIL,1999,3174,6827,1558,1982,1016,2373,3390,1852,2020,671,1230,383,394,1069,8298,3033,6644,1685,2241,1037,2368,3404,1987,1870,637,1303,344,531,1357,8282,95.547104,42,40
MIN,1999,3226,6910,1379,1769,1016,2471,3487,2205,1913,622,1139,444,248,716,8079,2924,6577,1644,2185,916,2440,3357,1737,1685,591,1232,344,380,1067,7872,94.680664,50,32
NJN,1999,2979,6882,1601,2041,1040,2315,3355,1688,1913,720,1119,393,477,1374,8036,3125,6741,1503,2012,1129,2657,3786,1857,1869,568,1366,469,368,1013,8121,95.022499,31,51
NYK,1999,2897,6372,1410,1805,802,2521,3323,1588,1983,514,1200,360,351,936,7555,2711,6399,1609,2153,927,2441,3366,1609,1799,602,1160,353,404,1195,7435,91.524353,50,32
ORL,1999,3169,7014,1574,2142,1145,2540,3685,1709,1967,743,1443,467,294,870,8206,3076,6919,1567,2104,1094,2473,3567,1991,2008,724,1488,475,431,1277,8150,99.681786,41,41
PHI,1999,2993,6776,1577,2226,1147,2468,3615,1817,1939,791,1284,386,208,643,7771,2867,6595,1510,2001,1065,2501,3566,1828,1977,631,1445,529,417,1172,7661,95.176979,49,33
PHO,1999,3093,6771,1467,1934,1022,2558,3580,2098,1973,744,1367,433,458,1245,8111,2825,6665,1630,2205,1071,2465,3536,1700,1794,733,1421,425,403,1146,7683,96.411606,53,29
POR,1999,3021,6430,1542,2029,966,2560,3526,1925,1865,633,1243,402,407,1128,7991,2825,6557,1422,1985,978,2220,3198,1705,1872,652,1186,350,394,1195,7466,92.096336,59,23
SAC,1999,3276,7288,1521,2017,1056,2635,3692,1953,1729,787,1324,381,534,1656,8607,3269,7240,1434,1910,1143,2761,3904,1950,1943,753,1438,403,396,1123,8368,101.64989,44,38
SAS,1999,2952,6394,1652,2214,927,2666,3593,1819,1716,614,1234,549,330,883,7886,2884,6781,1276,1726,986,2410,3397,1667,1893,645,1180,429,355,1036,7399,93.132484,53,29
SEA,1999,3108,6946,1363,1960,1042,2483,3525,1878,1776,657,1153,345,546,1611,8125,3132,6941,1343,1795,1084,2611,3695,1939,1839,590,1258,433,440,1292,8047,95.638245,45,37
TOR,1999,2980,6882,1583,2068,1098,2449,3547,1947,1989,666,1137,544,425,1171,7968,3002,6615,1631,2136,961,2552,3513,1790,1874,557,1250,442,346,1021,7981,94.735054,45,37
UTA,1999,2962,6380,1661,2150,936,2426,3363,2041,2013,629,1220,445,329,854,7914,2781,6240,1598,2141,887,2236,3123,1620,2023,588,1270,416,388,1097,7548,91.714851,55,27
VAN,1999,2892,6440,1594,2060,1005,2324,3328,1700,1881,609,1379,345,324,898,7702,3136,6612,1530,1990,970,2336,3307,1931,1912,723,1235,516,361,1083,8163,93.515663,22,60
WAS,1999,3010,6681,1566,2107,1064,2438,3502,1771,2149,594,1320,380,335,890,7921,3005,6547,1790,2405,962,2418,3381,1793,1967,686,1227,503,390,1052,8190,95.094788,29,53
ATL,2000,2876,6668,1374,1811,1028,2490,3518,1559,1863,634,1292,387,333,933,7459,2922,6609,1646,2153,1029,2534,3563,1737,1695,698,1158,513,396,1080,7886,93.160042,25,57
BOS,2000,2773,6485,1621,2190,897,2367,3264,1708,1952,769,1238,336,592,1633,7759,2935,6392,1634,2178,888,2650,3538,1885,1903,650,1325,440,430,1170,7934,94.14373,36,46
CHA,2000,2800,6501,1599,2146,1033,2608,3641,1900,1753,665,1124,455,340,984,7539,2767,6501,1444,1910,892,2436,3328,1748,1765,616,1145,375,389,1081,7367,91.44651,46,36
CHI,2000,2721,6411,1410,1909,926,2260,3186,1810,1902,675,1197,379,329,950,7181,2987,6330,1607,2202,957,2551,3508,1932,1752,635,1176,426,346,973,7927,90.897728,15,67
CLE,2000,2890,6532,1561,2040,1015,2440,3455,1708,1902,642,1297,436,220,659,7561,2927,6582,1633,2125,990,2400,3390,1880,1810,694,1174,542,422,1155,7909,93.15062,30,52
DAL,2000,3085,6716,1552,1954,831,2571,3402,1740,1907,618,1094,492,517,1357,8239,2938,6693,1631,2231,1068,2623,3691,1778,1846,622,1211,379,381,1140,7888,94.624092,53,29
DEN,2000,2979,6877,1448,1964,1044,2583,3627,1970,1820,552,1092,538,512,1444,7918,3081,6914,1542,2049,1012,2642,3654,2042,1760,588,1041,497,416,1168,8120,94.487022,40,42
DET,2000,2919,6880,1610,2233,1108,2626,3734,1629,1955,613,1265,447,389,1112,7837,2976,6850,1596,2169,1012,2671,3683,1860,2062,669,1219,397,428,1229,7976,96.887375,32,50
GSW,2000,2937,7175,1428,2024,1345,2385,3730,1788,1727,742,1253,410,282,964,7584,3179,6740,1529,2011,1039,2693,3732,2045,1764,722,1302,493,439,1159,8326,95.863075,17,65
HOU,2000,2943,6494,1582,2086,919,2524,3443,1613,1657,587,1136,358,504,1412,7972,3020,6733,1385,1862,988,2420,3408,1735,1770,605,1055,400,359,1015,7784,92.156532,45,37
IND,2000,2828,6431,1539,2009,921,2595,3516,1763,1925,563,1173,487,396,1159,7591,2829,6683,1572,2074,1042,2495,3537,1695,1882,589,1072,387,377,1121,7607,91.820496,41,41
LAC,2000,2896,6467,1429,2061,962,2559,3521,1585,1775,490,1212,513,360,1063,7581,2995,6799,1474,1983,1042,2439,3480,1791,1795,638,996,412,354,1075,7818,92.164024,31,51
LAL,2000,3109,6685,1594,2333,1085,2583,3668,1888,1872,564,1137,490,439,1275,8251,2983,6815,1595,2114,981,2407,3388,1659,2002,619,1021,324,413,1168,7974,93.973053,56,26
MIA,2000,2694,6258,1423,1874,813,2435,3248,1630,1725,633,1076,304,478,1384,7289,2701,6261,1339,1818,914,2528,3442,1421,1824,598,1208,424,360,1087,7101,88.84671,50,32
MIL,2000,3112,6798,1474,1874,975,2500,3475,1844,1928,672,1082,386,562,1481,8260,2912,6626,1679,2186,1014,2490,3504,1883,1778,592,1216,350,439,1246,7942,93.796097,52,30
MIN,2000,3148,6871,1364,1737,1002,2470,3472,2083,1899,682,1105,456,322,901,7982,2977,6588,1567,2164,967,2505,3472,1834,1656,583,1181,357,350,996,7871,93.633156,47,35
NJN,2000,2781,6550,1629,2146,909,2337,3246,1603,1982,649,1139,407,361,1084,7552,2937,6452,1664,2231,1001,2622,3623,1840,1808,619,1258,522,428,1189,7966,93.164398,26,56
NYK,2000,2755,6198,1374,1727,773,2524,3297,1520,1863,545,1132,346,391,1115,7275,2568,6159,1478,2015,872,2418,3290,1573,1754,596,1147,338,445,1266,7059,88.46595,48,34
ORL,2000,3013,6873,1476,2068,1069,2450,3519,1803,2071,674,1216,481,490,1346,7992,2830,6499,1885,2566,1061,2609,3670,1793,1946,695,1325,440,366,1059,7911,95.624702,43,39
